Date,Year,Month,DayOfWeek,IsWeekend,WeekOfYear,TotalReports,ResolutionRate,AvgDaysToResolution,AvgDaysToFirstResponse,AnonymousRate,ImageAttachmentRate,GPSCoverageCount,Reports_7Day_MA,ResolutionRate_7Day_MA
2024-03-22,2024,3,Friday,False,12,26,0.731,64.0,20.833,0.5,0.0,26,,
2024-03-23,2024,3,Saturday,True,12,82,0.683,80.357,25.632,0.744,0.0,82,,
2024-03-24,2024,3,Sunday,True,12,61,0.803,104.265,23.698,0.426,0.0,61,,
2024-03-25,2024,3,Monday,False,13,71,0.648,91.217,17.942,0.62,0.0,71,,
2024-03-26,2024,3,Tuesday,False,13,70,0.771,95.0,28.214,0.471,0.0,70,,
2024-03-27,2024,3,Wednesday,False,13,65,0.585,144.0,27.377,0.523,0.0,65,,
2024-03-28,2024,3,Thursday,False,13,53,0.642,91.059,22.654,0.66,0.0,53,61.1,0.695
2024-03-29,2024,3,Friday,False,13,66,0.773,106.294,22.051,0.394,0.0,66,66.9,0.701
2024-03-30,2024,3,Saturday,True,13,33,0.697,97.609,21.484,0.455,0.0,33,59.9,0.703
2024-03-31,2024,3,Sunday,True,13,42,0.738,137.452,37.026,0.524,0.0,42,57.1,0.693
2024-04-01,2024,4,Monday,False,14,84,0.607,73.059,19.633,0.405,0.0,84,59.0,0.688
2024-04-02,2024,4,Tuesday,False,14,57,0.684,92.821,29.462,0.526,0.0,57,57.1,0.675
2024-04-03,2024,4,Wednesday,False,14,57,0.789,117.978,28.075,0.649,0.0,57,56.0,0.704
2024-04-04,2024,4,Thursday,False,14,90,0.667,90.667,30.333,0.633,0.0,90,61.3,0.708
2024-04-05,2024,4,Friday,False,14,97,0.598,99.776,30.968,0.495,0.0,97,65.7,0.683
2024-04-06,2024,4,Saturday,True,14,51,0.627,142.781,20.771,0.725,0.0,51,68.3,0.673
2024-04-07,2024,4,Sunday,True,14,93,0.656,105.82,23.374,0.495,0.0,93,75.6,0.661
2024-04-08,2024,4,Monday,False,15,79,0.734,82.155,22.644,0.481,0.0,79,74.9,0.679
2024-04-09,2024,4,Tuesday,False,15,54,0.63,133.412,51.312,0.519,0.0,54,74.4,0.672
2024-04-10,2024,4,Wednesday,False,15,76,0.605,127.087,25.587,0.724,0.0,76,77.1,0.645
2024-04-11,2024,4,Thursday,False,15,42,0.595,106.8,34.585,0.524,0.0,42,70.3,0.635
2024-04-12,2024,4,Friday,False,15,58,0.672,126.641,26.14,0.483,0.0,58,64.7,0.646
2024-04-13,2024,4,Saturday,True,15,47,0.596,130.679,33.182,0.723,0.0,47,64.1,0.641
2024-04-14,2024,4,Sunday,True,15,61,0.738,76.267,18.895,0.557,0.0,61,59.6,0.653
2024-04-15,2024,4,Monday,False,16,73,0.767,81.5,17.174,0.575,0.0,73,58.7,0.658
2024-04-16,2024,4,Tuesday,False,16,88,0.773,91.971,24.605,0.443,0.0,88,63.6,0.678
2024-04-17,2024,4,Wednesday,False,16,75,0.493,99.757,31.278,0.453,0.0,75,63.4,0.662
2024-04-18,2024,4,Thursday,False,16,90,0.756,108.25,28.035,0.444,0.0,90,70.3,0.685
2024-04-19,2024,4,Friday,False,16,51,0.627,96.0,25.082,0.353,0.0,51,69.3,0.679
2024-04-20,2024,4,Saturday,True,16,52,0.731,134.342,25.56,0.558,0.0,52,70.0,0.698
2024-04-21,2024,4,Sunday,True,16,77,0.727,107.625,24.948,0.532,0.0,77,72.3,0.696
2024-04-22,2024,4,Monday,False,17,79,0.519,122.049,28.72,0.519,0.0,79,73.1,0.661
2024-04-23,2024,4,Tuesday,False,17,64,0.719,73.87,27.467,0.625,0.016,64,69.7,0.653
2024-04-24,2024,4,Wednesday,False,17,61,0.639,108.897,21.918,0.508,0.0,61,67.7,0.674
2024-04-25,2024,4,Thursday,False,17,58,0.655,116.789,33.481,0.483,0.0,58,63.1,0.66
2024-04-26,2024,4,Friday,False,17,63,0.73,83.174,18.879,0.413,0.0,63,64.9,0.674
2024-04-27,2024,4,Saturday,True,17,34,0.676,80.043,28.6,0.471,0.0,34,62.3,0.666
2024-04-28,2024,4,Sunday,True,17,65,0.646,95.381,24.688,0.631,0.0,65,60.6,0.655
2024-04-29,2024,4,Monday,False,18,56,0.589,81.909,25.667,0.5,0.0,56,57.3,0.665
2024-04-30,2024,4,Tuesday,False,18,90,0.622,127.714,16.383,0.533,0.0,90,61.0,0.651
2024-05-01,2024,5,Wednesday,False,18,56,0.679,125.737,17.537,0.625,0.0,56,60.3,0.657
2024-05-02,2024,5,Thursday,False,18,30,0.633,91.421,41.875,0.667,0.0,30,56.3,0.654
2024-05-03,2024,5,Friday,False,18,42,0.69,160.655,21.289,0.548,0.0,42,53.3,0.648
2024-05-04,2024,5,Saturday,True,18,54,0.574,109.226,30.0,0.481,0.0,54,56.1,0.633
2024-05-05,2024,5,Sunday,True,18,63,0.587,86.054,24.915,0.524,0.0,63,55.9,0.625
2024-05-06,2024,5,Monday,False,19,75,0.667,122.32,31.606,0.707,0.0,75,58.6,0.636
2024-05-07,2024,5,Tuesday,False,19,55,0.618,125.471,31.412,0.6,0.0,55,53.6,0.635
2024-05-08,2024,5,Wednesday,False,19,107,0.607,99.815,22.354,0.486,0.0,107,60.9,0.625
2024-05-09,2024,5,Thursday,False,19,56,0.696,83.692,20.094,0.875,0.0,56,64.6,0.634
2024-05-10,2024,5,Friday,False,19,65,0.692,72.556,18.145,0.585,0.0,65,67.9,0.634
2024-05-11,2024,5,Saturday,True,19,54,0.37,146.9,24.852,0.741,0.0,54,67.9,0.605
2024-05-12,2024,5,Sunday,True,19,62,0.71,82.955,35.655,0.452,0.0,62,67.7,0.623
2024-05-13,2024,5,Monday,False,20,56,0.643,89.333,33.333,0.5,0.0,56,65.0,0.619
2024-05-14,2024,5,Tuesday,False,20,76,0.697,97.585,20.855,0.408,0.0,76,68.0,0.631
2024-05-15,2024,5,Wednesday,False,20,69,0.739,76.765,18.538,0.435,0.0,69,62.6,0.65
2024-05-16,2024,5,Thursday,False,20,66,0.712,138.638,33.724,0.545,0.0,66,64.0,0.652
2024-05-17,2024,5,Friday,False,20,40,0.6,144.0,49.057,0.5,0.0,40,60.4,0.639
2024-05-18,2024,5,Saturday,True,20,46,0.717,102.061,22.071,0.413,0.0,46,59.3,0.688
2024-05-19,2024,5,Sunday,True,20,38,0.605,111.304,34.857,0.526,0.0,38,55.9,0.673
2024-05-20,2024,5,Monday,False,21,36,0.583,86.762,32.778,0.611,0.0,36,53.0,0.665
2024-05-21,2024,5,Tuesday,False,21,76,0.618,107.915,28.119,0.447,0.0,76,53.0,0.653
2024-05-22,2024,5,Wednesday,False,21,66,0.53,102.657,19.197,0.545,0.0,66,52.6,0.624
2024-05-23,2024,5,Thursday,False,21,52,0.635,88.121,17.24,0.577,0.0,52,50.6,0.613
2024-05-24,2024,5,Friday,False,21,65,0.677,88.273,29.103,0.323,0.0,65,54.1,0.624
2024-05-25,2024,5,Saturday,True,21,70,0.771,62.704,17.899,0.486,0.0,70,57.6,0.631
2024-05-26,2024,5,Sunday,True,21,85,0.576,86.388,31.568,0.259,0.0,85,64.3,0.627
2024-05-27,2024,5,Monday,False,22,68,0.618,75.024,25.967,0.353,0.0,68,68.9,0.632
2024-05-28,2024,5,Tuesday,False,22,92,0.641,120.983,35.31,0.5,0.0,92,71.1,0.635
2024-05-29,2024,5,Wednesday,False,22,48,0.583,105.214,25.489,0.646,0.0,48,68.6,0.643
2024-05-30,2024,5,Thursday,False,22,52,0.596,93.065,27.878,0.788,0.0,52,68.6,0.637
2024-05-31,2024,5,Friday,False,22,53,0.547,137.586,27.205,0.377,0.0,53,66.9,0.619
2024-06-01,2024,6,Saturday,True,22,36,0.528,65.579,35.212,0.5,0.0,36,62.0,0.584
2024-06-02,2024,6,Sunday,True,22,40,0.675,97.481,18.132,0.45,0.0,40,55.6,0.598
2024-06-03,2024,6,Monday,False,23,84,0.536,74.889,25.5,0.69,0.0,84,57.9,0.587
2024-06-04,2024,6,Tuesday,False,23,67,0.627,93.952,27.955,0.522,0.0,67,54.3,0.585
2024-06-05,2024,6,Wednesday,False,23,62,0.661,93.805,27.55,0.645,0.0,62,56.3,0.596
2024-06-06,2024,6,Thursday,False,23,90,0.744,150.925,32.348,0.378,0.0,90,61.7,0.617
2024-06-07,2024,6,Friday,False,23,78,0.603,102.574,26.732,0.564,0.0,78,65.3,0.625
2024-06-08,2024,6,Saturday,True,23,47,0.66,135.871,40.171,0.511,0.0,47,66.9,0.644
2024-06-09,2024,6,Sunday,True,23,50,0.6,84.567,26.979,0.48,0.0,50,68.3,0.633
2024-06-10,2024,6,Monday,False,24,63,0.635,104.525,18.172,0.54,0.0,63,65.3,0.647
2024-06-11,2024,6,Tuesday,False,24,85,0.682,137.707,24.268,0.353,0.0,85,67.9,0.655
2024-06-12,2024,6,Wednesday,False,24,51,0.686,117.286,32.98,0.529,0.0,51,66.3,0.659
2024-06-13,2024,6,Thursday,False,24,54,0.741,110.15,29.2,0.593,0.0,54,61.1,0.658
2024-06-14,2024,6,Friday,False,24,93,0.527,106.265,25.705,0.613,0.0,93,63.3,0.647
2024-06-15,2024,6,Saturday,True,24,40,0.65,167.962,26.036,0.3,0.0,40,62.3,0.646
